序号,省级地区,学校名称,学校标识码,主管部门,所在地,办学层次,备注
393,内蒙古自治区,内蒙古商贸职业学院,4115012676,内蒙古自治区,呼和浩特市,专科,
394,内蒙古自治区,锡林郭勒职业学院,4115012677,内蒙古自治区,锡林郭勒盟,专科,
395,内蒙古自治区,内蒙古体育职业学院,4115012894,内蒙古自治区,呼和浩特市,专科,
396,内蒙古自治区,乌兰察布职业学院,4115013699,内蒙古自治区,乌兰察布市,专科,
397,内蒙古自治区,通辽职业学院,4115013740,内蒙古自治区,通辽市,专科,
398,内蒙古自治区,科尔沁艺术职业学院,4115013741,内蒙古自治区,通辽市,专科,
399,内蒙古自治区,内蒙古交通职业技术学院,4115013824,内蒙古自治区,赤峰市,专科,
400,内蒙古自治区,包头钢铁职业技术学院,4115013864,内蒙古自治区,包头市,专科,
401,内蒙古自治区,乌海职业技术学院,4115013915,内蒙古自治区,乌海市,专科,
402,内蒙古自治区,内蒙古科技职业学院,4115014048,内蒙古自治区教育厅,呼和浩特市,专科,民办
403,内蒙古自治区,内蒙古北方职业技术学院,4115014049,内蒙古自治区教育厅,呼和浩特市,专科,民办
404,内蒙古自治区,赤峰职业技术学院,4115014050,内蒙古自治区教育厅,赤峰市,专科,民办
405,内蒙古自治区,内蒙古经贸外语职业学院,4115014051,内蒙古自治区教育厅,呼和浩特市,专科,民办
406,内蒙古自治区,包头铁道职业技术学院,4115014187,内蒙古自治区,包头市,专科,
407,内蒙古自治区,乌兰察布医学高等专科学校,4115014219,内蒙古自治区,乌兰察布市,专科,
408,内蒙古自治区,鄂尔多斯职业学院,4115014248,内蒙古自治区,鄂尔多斯市,专科,
409,内蒙古自治区,内蒙古工业职业学院,4115014282,内蒙古自治区教育厅,呼和浩特市,专科,民办
410,内蒙古自治区,呼伦贝尔职业技术学院,4115014283,内蒙古自治区,呼伦贝尔市,专科,
411,内蒙古自治区,满洲里俄语职业学院,4115014285,内蒙古自治区,呼伦贝尔市,专科,
412,内蒙古自治区,内蒙古能源职业学院,4115014337,内蒙古自治区教育厅,呼和浩特市,专科,民办
413,内蒙古自治区,赤峰工业职业技术学院,4115014338,内蒙古自治区,赤峰市,专科,
414,内蒙古自治区,阿拉善职业技术学院,4115014339,内蒙古自治区,阿拉善盟,专科,
415,内蒙古自治区,内蒙古美术职业学院,4115014387,内蒙古自治区教育厅,巴彦淖尔市,专科,民办
416,内蒙古自治区,内蒙古民族幼儿师范高等专科学校,4115014463,内蒙古自治区,鄂尔多斯市,专科,
417,内蒙古自治区,鄂尔多斯生态环境职业学院,4115014501,内蒙古自治区,鄂尔多斯市,专科,
418,内蒙古自治区,扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,
419,内蒙古自治区,赤峰应用技术职业学院,4115014699,内蒙古自治区,赤峰市,专科,
420,辽宁省,辽宁大学,4121010140,辽宁省,沈阳市,本科,
421,辽宁省,大连理工大学,4121010141,教育部,大连市,本科,
422,辽宁省,沈阳工业大学,4121010142,辽宁省,沈阳市,本科,
423,辽宁省,沈阳航空航天大学,4121010143,辽宁省,沈阳市,本科,
424,辽宁省,沈阳理工大学,4121010144,辽宁省,沈阳市,本科,
425,辽宁省,东北大学,4121010145,教育部,沈阳市,本科,
426,辽宁省,辽宁科技大学,4121010146,辽宁省,鞍山市,本科,
427,辽宁省,辽宁工程技术大学,4121010147,辽宁省,阜新市,本科,
428,辽宁省,辽宁石油化工大学,4121010148,辽宁省,抚顺市,本科,
429,辽宁省,沈阳化工大学,4121010149,辽宁省,沈阳市,本科,
430,辽宁省,大连交通大学,4121010150,辽宁省,大连市,本科,
431,辽宁省,大连海事大学,4121010151,交通运输部,大连市,本科,
432,辽宁省,大连工业大学,4121010152,辽宁省,大连市,本科,
433,辽宁省,沈阳建筑大学,4121010153,辽宁省,沈阳市,本科,
434,辽宁省,辽宁工业大学,4121010154,辽宁省,锦州市,本科,
435,辽宁省,沈阳农业大学,4121010157,辽宁省,沈阳市,本科,
436,辽宁省,大连海洋大学,4121010158,辽宁省,大连市,本科,
437,辽宁省,中国医科大学,4121010159,辽宁省,沈阳市,本科,
438,辽宁省,锦州医科大学,4121010160,辽宁省,锦州市,本科,
439,辽宁省,大连医科大学,4121010161,辽宁省,大连市,本科,
440,辽宁省,辽宁中医药大学,4121010162,辽宁省,沈阳市,本科,
441,辽宁省,沈阳药科大学,4121010163,辽宁省,沈阳市,本科,
442,辽宁省,沈阳医学院,4121010164,辽宁省,沈阳市,本科,
443,辽宁省,辽宁师范大学,4121010165,辽宁省,大连市,本科,
444,辽宁省,沈阳师范大学,4121010166,辽宁省,沈阳市,本科,
445,辽宁省,渤海大学,4121010167,辽宁省,锦州市,本科,
446,辽宁省,鞍山师范学院,4121010169,辽宁省,鞍山市,本科,
447,辽宁省,大连外国语大学,4121010172,辽宁省,大连市,本科,
448,辽宁省,东北财经大学,4121010173,辽宁省,大连市,本科,
449,辽宁省,中国刑事警察学院,4121010175,公安部,沈阳市,本科,
450,辽宁省,沈阳体育学院,4121010176,辽宁省,沈阳市,本科,
451,辽宁省,沈阳音乐学院,4121010177,辽宁省,沈阳市,本科,
452,辽宁省,鲁迅美术学院,4121010178,辽宁省,沈阳市,本科,
453,辽宁省,辽宁对外经贸学院,4121010841,辽宁省教育厅,大连市,本科,民办
454,辽宁省,沈阳大学,4121011035,辽宁省,沈阳市,本科,
455,辽宁省,大连大学,4121011258,辽宁省,大连市,本科,
456,辽宁省,辽宁科技学院,4121011430,辽宁省,本溪市,本科,
457,辽宁省,辽宁警察学院,4121011432,辽宁省,大连市,本科,
458,辽宁省,沈阳工程学院,4121011632,辽宁省,沈阳市,本科,
459,辽宁省,辽东学院,4121011779,辽宁省,丹东市,本科,
460,辽宁省,大连民族大学,4121012026,国家民委,大连市,本科,
461,辽宁省,辽宁理工职业大学,4121012595,辽宁省教育厅,锦州市,本科,民办
462,辽宁省,大连工程学院,4121013198,辽宁省教育厅,大连市,本科,民办
463,辽宁省,沈阳工业大学工程学院,4121013199,辽宁省教育厅,辽阳市,本科,民办
464,辽宁省,沈阳航空航天大学北方科技学院,4121013200,辽宁省教育厅,沈阳市,本科,民办
465,辽宁省,沈阳工学院,4121013201,辽宁省教育厅,抚顺市,本科,民办
466,辽宁省,大连工业大学艺术与信息工程学院,4121013203,辽宁省教育厅,大连市,本科,民办
467,辽宁省,大连科技学院,4121013207,辽宁省教育厅,大连市,本科,民办
468,辽宁省,沈阳城市建设学院,4121013208,辽宁省教育厅,沈阳市,本科,民办
469,辽宁省,大连医科大学中山学院,4121013212,辽宁省教育厅,大连市,本科,民办
470,辽宁省,锦州医科大学医疗学院,4121013213,辽宁省教育厅,锦州市,本科,民办
471,辽宁省,辽宁师范大学海华学院,4121013215,辽宁省教育厅,大连市,本科,民办
472,辽宁省,辽宁理工学院,4121013217,辽宁省教育厅,锦州市,本科,民办
473,辽宁省,大连财经学院,4121013218,辽宁省教育厅,大连市,本科,民办
474,辽宁省,沈阳城市学院,4121013220,辽宁省教育厅,沈阳市,本科,民办
475,辽宁省,大连艺术学院,4121013599,辽宁省教育厅,大连市,本科,民办
476,辽宁省,辽宁中医药大学杏林学院,4121013609,辽宁省教育厅,沈阳市,本科,民办
477,辽宁省,辽宁何氏医学院,4121013610,辽宁省教育厅,沈阳市,本科,民办
478,辽宁省,沈阳科技学院,4121013621,辽宁省教育厅,沈阳市,本科,民办
479,辽宁省,大连东软信息学院,4121013631,辽宁省教育厅,大连市,本科,民办
480,辽宁省,辽宁财贸学院,4121013900,辽宁省教育厅,葫芦岛市,本科,民办
481,辽宁省,辽宁传媒学院,4121013957,辽宁省教育厅,沈阳市,本科,民办
482,辽宁省,营口理工学院,4121014435,辽宁省,营口市,本科,
483,辽宁省,朝阳师范学院,4121010171,辽宁省,朝阳市,本科,
484,辽宁省,抚顺师范高等专科学校,4121010179,辽宁省,抚顺市,专科,
485,辽宁省,锦州师范高等专科学校,4121010180,辽宁省,锦州市,专科,
486,辽宁省,营口职业技术学院,4121010181,辽宁省,营口市,专科,
487,辽宁省,铁岭师范高等专科学校,4121010182,辽宁省,铁岭市,专科,
488,辽宁省,大连职业技术学院,4121010845,辽宁省,大连市,专科,
489,辽宁省,辽宁农业职业技术学院,4121010957,辽宁省,营口市,专科,
490,辽宁省,抚顺职业技术学院,4121011037,辽宁省,抚顺市,专科,
491,辽宁省,辽阳职业技术学院,4121011249,辽宁省,辽阳市,专科,
492,辽宁省,阜新高等专科学校,4121011250,辽宁省,阜新市,专科,
493,辽宁省,辽宁省交通高等专科学校,4121011500,辽宁省,沈阳市,专科,
494,辽宁省,辽宁税务高等专科学校,4121011735,辽宁省,大连市,专科,
495,辽宁省,盘锦职业技术学院,4121012063,辽宁省,盘锦市,专科,
496,辽宁省,沈阳航空职业技术学院,4121012590,辽宁省,沈阳市,专科,
497,辽宁省,辽宁体育运动职业技术学院,4121012591,辽宁省,沈阳市,专科,
498,辽宁省,辽宁职业学院,4121012592,辽宁省,铁岭市,专科,
499,辽宁省,辽宁生态工程职业学院,4121012593,辽宁省,沈阳市,专科,
500,辽宁省,沈阳职业技术学院,4121012594,辽宁省,沈阳市,专科,
501,辽宁省,大连商务职业学院,4121012730,辽宁省教育厅,大连市,专科,民办
502,辽宁省,辽宁金融职业学院,4121012895,辽宁省,沈阳市,专科,
503,辽宁省,辽宁轨道交通职业学院,4121012896,辽宁省,沈阳市,专科,
504,辽宁省,辽宁广告职业学院,4121012897,辽宁省教育厅,沈阳市,专科,民办
505,辽宁省,辽宁机电职业技术学院,4121012898,辽宁省,丹东市,专科,
506,辽宁省,辽宁经济职业技术学院,4121012899,辽宁省,沈阳市,专科,
507,辽宁省,辽宁石化职业技术学院,4121012900,辽宁省,锦州市,专科,
508,辽宁省,渤海船舶职业学院,4121012931,辽宁省,葫芦岛市,专科,
509,辽宁省,大连软件职业学院,4121013958,辽宁省教育厅,大连市,专科,民办
510,辽宁省,大连翻译职业学院,4121013959,辽宁省教育厅,大连市,专科,民办
511,辽宁省,辽宁商贸职业学院,4121013960,辽宁省,沈阳市,专科,
512,辽宁省,大连枫叶职业技术学院,4121013961,辽宁省教育厅,大连市,专科,民办
513,辽宁省,辽宁装备制造职业技术学院,4121014076,辽宁省,沈阳市,专科,
514,辽宁省,辽河石油职业技术学院,4121014077,辽宁省,盘锦市,专科,
515,辽宁省,辽宁地质工程职业学院,4121014106,辽宁省,丹东市,专科,
516,辽宁省,辽宁铁道职业技术学院,4121014188,辽宁省,锦州市,专科,
517,辽宁省,辽宁建筑职业学院,4121014189,辽宁省,辽阳市,专科,
518,辽宁省,大连航运职业技术学院,4121014209,辽宁省教育厅,大连市,专科,民办
519,辽宁省,大连装备制造职业技术学院,4121014227,辽宁省教育厅,大连市,专科,民办
520,辽宁省,大连汽车职业技术学院,4121014228,辽宁省教育厅,大连市,专科,民办
521,辽宁省,辽宁现代服务职业技术学院,4121014240,辽宁省,沈阳市,专科,
522,辽宁省,辽宁冶金职业技术学院,4121014286,辽宁省,本溪市,专科,
523,辽宁省,辽宁工程职业学院,4121014287,辽宁省,铁岭市,专科,
524,辽宁省,辽宁城市建设职业技术学院,4121014288,辽宁省,沈阳市,专科,
525,辽宁省,辽宁医药职业学院,4121014289,辽宁省,沈阳市,专科,
526,辽宁省,铁岭卫生职业学院,4121014290,辽宁省,铁岭市,专科,
527,辽宁省,沈阳北软信息职业技术学院,4121014385,辽宁省教育厅,沈阳市,专科,民办
